ATOWOW_clean,9.60606,7.73922,9.60387,0.865497,1776.39,2052.45,0,0,0.6816,0.787524,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
AVEQID_clean,7.54994,6.22752,7.22874,0.801255,2259.4,2819.83,0,0,0.702,0.876126,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
AWEVIJ_clean,10.6197,8.65931,10.61387,0.747212,1607.37,2151.16,0,0,0.6408,0.857588,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
BARZUR_clean,5.4946,5.30289,5.4946,0.925783,1729.65,1868.31,0,0,0.6062,0.654797,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
BAWROI_clean,13.54985,9.13066,13.54893,0.629882,1979.75,3143.05,0,0,0.7794,1.23737,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
BEPLUF_clean,10.54661,10.45745,10.54661,0.882268,1351.9,1532.3,0,0,0.655,0.742405,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
BEPMAM_clean,10.35764,10.23297,10.35764,0.893987,1370.16,1532.64,0,0,0.63,0.704708,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
BEPNIV_clean,10.32219,10.19883,10.32219,0.893387,1335.35,1494.71,0,0,0.6494,0.726897,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
BEPNOB_clean,10.36311,10.23127,10.36311,0.890303,1334.01,1498.37,0,0,0.6478,0.727618,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
BEPPIX_clean,9.77409,9.63706,9.77409,0.990438,1290.67,1303.13,0,0,0.592,0.597716,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
BEPPOD_clean,10.03622,9.89092,10.03622,0.960732,1283.35,1335.81,0,0,0.613,0.638055,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
BINRUN_clean,21.10286,10.09364,21.09225,0.511736,1907.73,3727.96,0,0,0.7778,1.51992,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
BIPLIX_clean,7.36646,5.75458,7.16866,1.07595,1632.15,1516.94,0,0,0.6014,0.558949,0,"Zn,Co",Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
BOLPAU_clean,7.91374,5.10301,7.55666,0.900168,2008.9,2231.69,0,0,0.6468,0.718533,0,"Zn,Si",Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
BOWZUK_clean,8.36121,7.81351,8.30025,0.894084,1398.32,1563.97,0,0,0.6136,0.686289,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
BUKRUW01_clean,10.63994,5.17607,10.63994,0.946218,2406.2,2542.96,0,0,0.7374,0.779313,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
BUKRUW02_clean,10.18784,5.8011,10.17435,0.90051,2432.65,2701.41,0,0,0.7394,0.821091,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
BUKRUW03_clean,10.56885,5.12331,10.56885,0.827757,2720.18,3286.2,0,0,0.764,0.922976,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
c5cc04223b_c5cc04223b2_clean,12.29704,9.67035,12.2571,0.522428,2226.93,4262.65,0,0,0.794,1.51983,0,Zn,Yes,Zn,clean,Y,N,Y,,N,,N,,,,,,,,,,,,,,
c5ce02194d_c5ce02194d2_clean,6.92785,5.95944,6.79754,0.95198,1569.85,1649.04,0,0,0.5884,0.61808,0,Zn,Yes,Zn,clean,Y,N,Y,,Y,TABPEU,Y,03/12/2015,10.1039/c5ce02194d,"1 SI, 5 Structure",TABPEU,TABPEU,TABPIY,TABPOE,TABPUK,TABQAR,,,,,
c5nj02634b_c5nj02634b2_clean,6.56089,5.15548,6.36711,0.972386,1739.81,1789.21,0,0,0.6012,0.618273,0,Zn,Yes,Zn,clean,Y,N,Y,,Y,SUWROT,Y,21/07/2015,10.1039/c5nj02634b,"1 SI, 4 Structure",SUWROT,DUNYIW,DUNYOC,SUWROT,SUWRUZ,,,,,,
c6cc00862c_c6cc00862c2_clean,8.00553,6.19741,8.00553,0.932782,1633.12,1750.81,0,0,0.6212,0.665964,0,Zn,Yes,Zn,clean,Y,N,Y,,Y,VAJFOE,Y,18/12/2015,10.1039/c6cc00862c,"1 SI, 2 Structure",VAJFOE,VAJFOE,VAJGAR,,,,,,,,
CADPII_clean,5.83331,5.05627,5.83331,2.03698,286.725,140.76,0,0,0.351,0.172314,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
CAGSAG_clean,9.02799,5.29308,7.06322,0.961699,2031.62,2112.53,9.03866,9.39864,0.6624,0.688781,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
CAVMOD_clean,10.28847,9.36955,10.28847,0.959454,1312.84,1368.32,0,0,0.585,0.609722,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
CAVPUM_manual,20.42812,7.78019,20.42812,0.407456,1942.56,4767.53,0,0,0.8202,2.01298,0,Zn,Yes,Zn,manual,Y,Y,Y,,N,,,,,,,,,,,,,,,,
CAVRAU_clean,8.06449,6.42877,8.06449,0.994088,1841.55,1852.5,0,0,0.6396,0.643404,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
CAVREY_clean,7.18071,5.30054,7.16429,1.02665,1966.55,1915.49,0,0,0.6398,0.62319,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
CAVVUS_clean,8.70352,6.17686,8.67533,1.10684,1589.76,1436.3,0,0,0.6378,0.576233,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
CEHLAD_clean,10.21413,5.8901,10.08749,0.853623,2217.93,2598.26,0,0,0.735,0.861036,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
cg401887b_si_003_clean,8.26997,6.53639,8.26997,0.770939,2356.88,3057.16,0,0,0.7266,0.942487,0,Zn,Yes,Zn,clean,Y,N,Y,,Y,FIZPUB,Y,13/11/2013,10.1021/cg401887b,"1 SI, 1 Structure",FIZPUB,,,,,,,,,,
cg501012e_si_002_clean,10.40468,5.07098,10.12255,0.834367,2007.02,2405.44,0,0,0.668,0.800607,0,Zn,Yes,Zn,clean,Y,N,Y,,Y,YOVCAP,Y,16/02/2015,10.1021/cg501012e,"1 SI, 1 Structure",YOVCAP,,,,,,,,,,
cg900153m_si_001_clean,16.94263,7.25585,10.11151,0.592421,2320.63,3917.2,0,0,0.7834,1.32237,0,Zn,Yes,Zn,clean,Y,N,Y,,N,,Y,04/02/2009,10.1021/cg900153m,"1 SI, 1 Structure",GUKQUZ,,,,,,,,,,
cg901312t_si_002_clean,15.54833,7.92817,14.85181,0.630454,2258.1,3581.71,0,0,0.764,1.21183,0,Zn,Yes,Zn,clean,Y,N,Y,,N,,Y,22/07/2010,10.1021/cg901312t,"1 SI, 1 Structure",QUTYOU,,,,,,,,,,
cm303749m_si_001_clean,11.62501,8.78986,11.62501,0.556141,2268.15,4078.37,0,0,0.7584,1.36368,0,Zn,Yes,Zn,clean,Y,N,Y,,N,,N,,,,,,,,,,,,,,
cm303749m_si_002_clean,11.94079,10.66908,11.94079,0.51806,2178.92,4205.92,0,0,0.7776,1.50099,0,Zn,Yes,Zn,clean,Y,N,Y,,N,,N,,,,,,,,,,,,,,
COKNAT_clean,11.6018,10.75702,11.60156,1.22798,1610.43,1311.45,0,0,0.6686,0.544469,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
COKPUP_clean,11.57951,10.81874,11.57907,1.23248,1594.31,1293.59,0,0,0.671,0.544433,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
COKQOK_clean,11.69077,10.88298,11.69034,1.22651,1596.45,1301.62,0,0,0.6696,0.545941,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
DAKVOC_clean,10.83342,6.67267,9.96393,0.814427,2128.52,2613.52,0,0,0.7096,0.871288,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
DAPHOU_clean,10.96282,6.06241,10.06318,0.785626,2401.47,3056.76,0,0,0.737,0.938106,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
DAWCIP_clean,7.07962,5.54367,6.68431,0.995326,1963.72,1972.94,0,0,0.6428,0.645818,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
DEBWAK_clean,9.51714,7.06696,9.49794,1.05415,1137.31,1078.89,0,0,0.5474,0.519279,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
DEJJIN_clean,9.02838,5.92782,8.88373,1.15645,1730.76,1496.61,0,0,0.6316,0.546154,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
DIDDOK_clean,9.60031,8.17399,9.60031,0.525842,2599.96,4944.37,0,0,0.7878,1.49817,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
DIRPIF_clean,8.33531,6.07292,8.1953,0.867063,1783.84,2057.33,0,0,0.6398,0.737893,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
DITTEH_clean,5.93254,5.15214,5.88831,1.0803,2344.41,2170.15,0,0,0.6392,0.59169,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
DOCKOW_clean,6.92307,5.14701,6.92307,1.38513,740.657,534.72,0,0,0.4578,0.330511,0,"Zn,Mn",Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
DOYHUW_clean,6.87938,5.20644,6.87938,0.976254,2294.91,2350.74,0,0,0.6516,0.667449,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
DUDKOE_clean,10.92488,6.00637,10.24342,0.779781,2417.09,3099.71,0,0,0.7388,0.947446,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
DUPKAC_clean,11.8886,6.57125,10.69212,0.647287,2123.23,3280.21,0,0,0.7376,1.13953,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
DUPVER_clean,9.93002,6.46763,9.91751,0.795967,2168.14,2723.91,0,0,0.7348,0.923153,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
DURDAX_clean,8.5072,5.95019,7.5941,0.701061,2581.34,3682.05,0,0,0.7402,1.05583,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
DURDIF_clean,6.93958,6.05366,6.90375,0.735097,2642.04,3594.14,0,0,0.7204,0.980006,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
DUTKAG_clean,6.82996,5.62808,6.81318,0.906851,2249.11,2480.13,0,0,0.6722,0.741246,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
EBOCOQ_clean,5.90692,5.38954,5.89965,0.987787,1345.25,1361.88,0,0,0.583,0.590208,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
ECOKAJ_clean,18.9972,17.57546,18.98876,0.325331,1156.9,3556.08,0,0,0.873,2.68342,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
EFAYIU_clean,11.56522,8.64377,10.65601,0.433579,2251.34,5192.46,0,0,0.8194,1.88985,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
EFESEP_clean,10.28948,6.13196,9.71774,0.910166,1438.69,1580.69,202.393,222.369,0.6216,0.682952,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
EFESOZ_clean,10.40168,6.18945,10.40168,0.9137,1441.31,1577.44,199.174,217.986,0.6294,0.688847,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
EGATEM_clean,10.25144,8.68741,10.25144,0.847968,1429.66,1685.99,106.489,125.581,0.6438,0.759227,0,"Zn,Co",Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
EGATIQ_clean,10.61507,9.35673,10.60597,0.815931,1600.87,1962.02,0,0,0.6556,0.803499,0,"Zn,Ni",Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
ENITOL_clean,9.0167,5.78838,9.01452,1.0207,1622.24,1589.34,0,0,0.589,0.577054,0,"Zn,Si",Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
EPONAA_clean,9.18286,8.73453,9.17503,0.495184,2583.42,5217.09,0,0,0.8544,1.72542,0,"Zn,Nb",Yes,Zn,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,
EPONEE_clean,9.19024,8.74095,9.18226,0.492814,2582.15,5239.6,0,0,0.8536,1.73209,0,"Zn,Nb",Yes,Zn,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,
EQOXIT_clean,7.68652,6.98261,7.68519,1.19569,1340.21,1120.87,0,0,0.551,0.460823,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
ERULEK_clean,8.92635,6.96534,8.92635,0.799593,1925.59,2408.22,0,0,0.6678,0.835175,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
ESEVIH_clean,6.88268,6.30555,6.87572,1.51625,1264.35,833.868,0,0,0.5472,0.36089,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
ETAXUT_clean,12.89356,7.93773,12.89356,0.721487,1897.63,2630.17,77.994,108.102,0.7242,1.00376,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
EWUKIS_clean,6.09706,5.36823,6.07492,1.05799,2424.88,2291.97,0,0,0.6762,0.639136,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
FAGREM_clean,7.38233,6.89343,7.38233,1.46524,1454.62,992.751,0,0,0.557,0.380143,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
FAHPOV_clean,15.83326,12.70856,15.77354,0.465056,1930.74,4151.64,0,0,0.8222,1.76796,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
FAYPAY_clean,12.90794,5.24047,12.8925,0.673936,2011.51,2984.72,0,0,0.742,1.10099,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
FAYPIG_clean,11.51198,6.01308,11.45567,0.74228,1782.59,2401.5,0,0,0.7098,0.956244,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
FAYQAZ_clean,13.25092,5.37829,12.95797,0.797039,1583.25,1986.41,0,0,0.6806,0.85391,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
FAYQED_clean,12.559,10.1499,12.53561,0.533674,1990.43,3729.68,0,0,0.7818,1.46494,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
FAYQUT_clean,11.36736,8.26719,11.16554,0.777904,1704.81,2191.54,0,0,0.681,0.875429,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
FECXUI_clean,10.09798,5.67724,10.08611,0.924829,2051.69,2218.46,0,0,0.69,0.746084,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
FECYUJ_clean,9.54146,5.39642,9.54146,0.925869,2090.23,2257.59,1.94532,2.10107,0.6792,0.733581,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
FERHAN_clean,10.23981,6.40536,10.23981,0.784123,1831.24,2335.4,115.057,146.734,0.6978,0.889911,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
FIFGIM_clean,12.64493,7.03976,9.83966,0.68535,2218.22,3236.63,0,0,0.7642,1.11505,0,"In,Zn",Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,
